center,bad
accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
94,13948,8806,-215,-48,-168
-1084,13582,8966,-11,-91,-195
-2646,14270,8424,-44,-59,-203
-1710,14734,8754,-48,130,-68
-610,14414,8834,-225,246,-3
-1436,13838,8748,-92,106,-62
-2104,13780,7904,203,69,-134
-1620,13656,7726,345,180,-85
-1060,14328,8336,296,396,-30
-2238,14780,8522,351,-208,-103
-1848,14444,8088,257,-546,-124
-880,13976,7872,126,-244,-146
-402,13570,7622,281,-185,-112
-1210,13136,7020,116,10,-202
-1826,13062,7660,374,-145,-258
-1592,13552,7414,416,-336,-202
-94,13534,6128,392,-132,22
-408,12616,6314,808,167,196
-1530,13104,5672,1110,47,-14
-2056,13098,5304,1114,-417,-252
-1918,14070,5148,1285,-767,-182
-1872,14364,4118,1575,-608,159
-2560,15268,3884,1985,-822,540
-5324,17260,4298,1530,-2269,362
-7138,19482,3930,1720,-3895,-302
-2976,22286,436,1660,-4046,-182
2402,23328,566,2840,-2721,360
2452,20410,546,3964,-1392,570
3836,12592,180,5222,-262,1303
4718,7676,2684,6885,1191,1313
1308,7128,5052,6069,1817,444
-2236,4592,10982,4909,676,-66
-566,8166,8878,3995,383,-485
1914,14206,7686,4726,810,123
3192,14900,5726,3729,140,458
-518,10404,6104,2750,108,616
-2728,5130,7218,2574,-450,601
-332,5210,3394,3242,-183,545
676,5842,754,2875,517,659
632,4128,1622,2103,914,672
-786,1626,2110,1673,251,640
-66,-932,980,1700,-642,752
2022,-2280,880,2792,-770,463
2610,-58,-664,3810,140,-209
332,1504,-244,2682,772,-784
-3524,50,1534,3181,918,-728
-1672,-478,1062,3540,140,-473
3160,-3698,-1252,4105,-116,-305
2974,-4074,-5354,4395,168,-240
3060,-3816,-3714,5331,1294,-147
1576,1452,-7464,5976,1127,-120
-8002,25390,-26116,6895,-1782,-3441
-7872,32767,-32768,10173,-1446,-6773
-28804,32767,-32768,9711,-4860,2687
9032,32767,-5324,-2091,-4820,2145
14000,30140,10210,-3819,19,-637
-1356,12236,-4262,5777,779,-177
-6782,22996,-10124,7524,456,384
-4952,32378,-10748,4519,-983,-1368
-3002,31630,-9822,2526,-1148,-2402
-1064,22728,-6760,2432,-852,-975
158,22556,-8898,3682,268,-262
-66,20714,-8300,2409,1566,-642
-1164,16524,-7036,1368,934,-709
-3720,20138,-9806,2480,444,-1224
-3012,21444,-10590,1753,-595,-1273
26,21438,-10034,1169,187,-1057
-40,19840,-8168,1359,1861,-935
-1406,20256,-5964,-480,2437,-469
-2348,17576,-5236,-970,3087,-71
-628,15414,-6522,-315,3684,277
2010,15198,-7108,-826,4701,873
3942,14258,-5614,-2259,5183,882
1388,14906,-3954,-3677,2896,8
-1126,16246,-2578,-5539,284,-798
-2444,15192,-2020,-6705,-1751,-665
-2312,13278,-4776,-6182,-3698,131
-36,9464,-5608,-5614,-4197,798
3092,6156,-4124,-4616,-2818,691
4736,6158,-3018,-2773,-54,221
3822,10358,-4626,-773,152,-1080
1170,15152,-5054,-62,-1983,-1913
-5332,20746,-4774,-423,-1776,-1314
-10576,21926,-762,-1413,-146,109
-7980,20680,-2870,-1336,-1374,357
-2736,17710,-4838,-2371,-2951,-382
-930,14476,-3560,-3439,-3102,-1080
-274,12434,-2202,-3342,-1560,-1233
1022,12778,-1492,-1955,248,-535
970,14730,-2000,-1133,795,12
-852,14772,-1008,-1629,1151,-246
-2906,13644,-1128,-2247,1310,-801
-3372,12992,-598,-1896,1223,-954
-3012,15120,-692,-951,1072,-782
-3060,16966,-2180,-1295,1207,-587
-2950,16828,-1680,-1865,1309,-477
-3014,16174,-538,-2071,1243,-387
-2536,15388,4,-1713,1230,-367
-1854,15014,-198,-1388,980,-115
-1366,14502,336,-964,1065,314
-1904,15020,-756,-686,1136,409
-2596,14254,-780,-750,1221,376
-1520,14312,-1028,-524,1054,287
-930,14732,-78,37,802,221
-1488,16488,-176,643,470,308
-1980,17650,-1022,230,316,362
-1916,16846,-1042,-558,339,315
-1136,15272,-684,-578,158,321
-500,14656,-494,-41,-69,296
-432,15102,-1548,244,-75,234
-1206,15878,-1288,111,-60,333
-2200,15374,-300,-191,-394,405
-2524,14906,-310,340,-918,293
-1152,15574,-370,1208,-1133,220
446,17142,-932,1448,-918,166
1038,17724,-706,759,-480,142
660,16614,-586,332,74,126
-148,15562,-752,473,372,134
-178,15190,-1222,726,396,153
-20,15982,-1562,1125,505,222
206,17410,-1922,868,740,292
-28,17428,-1018,218,755,159
-820,16344,-232,194,346,-54
-1188,15924,-456,516,-33,-142
-934,15778,-1358,714,-227,-197
-398,16524,-2014,518,-122,-184
42,16740,-1872,47,49,-138
370,16206,-970,-15,220,-128
-280,15848,-716,260,258,-29
-970,15926,-1126,571,48,-35
-922,16442,-1282,516,-111,-176
-382,16546,-1486,208,-254,-291
-78,16370,-1378,171,-248,-220
20,16086,-1202,310,1,-123
-264,16298,-1042,505,17,-189
-792,16700,-1534,444,-234,-244
-878,16452,-1768,49,-401,-303
-986,16366,-2256,-20,-247,-167
-498,15750,-1338,14,-235,-81
-518,15766,-1042,348,-527,-183
-914,16310,-1150,223,-854,-279
-1064,16230,-1522,246,-858,-221
-742,16068,-1492,333,-559,-129
-238,16096,-1170,476,-307,-98
-260,16510,-1154,497,-299,-127
-970,16708,-1240,203,-485,-160
-1300,16264,-1218,50,-659,-149
-1008,16190,-1408,336,-665,-210
-528,16320,-1832,397,-527,-250
-112,15888,-1900,265,-295,-246
