center,good
accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
-1510,13316,6050,288,347,-79
-1480,13194,6046,176,228,-145
-1424,12994,6948,418,181,-99
-1880,14294,7888,795,33,-103
-2722,14794,7004,432,-227,-192
-2578,14344,5798,304,-560,-71
-850,13308,6524,304,-203,-49
-50,13730,5738,838,443,-129
-374,13820,4144,732,648,-14
-1682,13110,3490,568,372,155
-1252,12432,2798,545,212,95
-186,12350,2570,559,684,-94
-1200,13766,3426,640,428,-91
-2310,14176,2520,373,-298,-88
-1596,13932,430,250,-842,37
1088,14754,606,800,193,295
48,17248,2720,1905,1038,19
-910,19476,-344,2294,801,-7
-296,20370,-3176,3343,550,496
-782,18744,-1352,4575,1224,1005
510,20186,-2576,5629,2192,1632
-34,19710,816,6051,2572,2463
-1372,15786,7304,7109,1985,3470
-1342,15048,10846,7351,1370,3565
-2844,17022,7970,7144,-94,2391
-3848,16212,4542,5329,-1127,1486
-3446,10924,8172,4897,-654,1253
864,13786,7308,5022,-491,887
-764,16928,3060,3544,-1702,610
-1390,13350,3370,2408,-971,602
336,9142,5616,2474,-490,612
980,9944,2538,2709,-812,85
304,9906,-378,1802,-472,-100
60,6926,746,902,679,-151
292,3378,290,-152,-418,-291
-316,1156,138,-190,-1595,-441
1100,1686,-1374,326,-1266,-530
1662,2372,-1268,815,-572,-462
1438,2694,-2816,334,-764,-615
-994,854,2962,608,58,-691
-1864,3302,-1182,966,-398,-481
1376,2392,-2150,616,-564,78
2800,422,-962,970,-679,9
2632,-666,-1894,944,-286,-514
742,-882,-4124,1365,-636,-622
248,-6,-3800,2024,686,-267
1510,-256,-1610,2443,957,149
4134,-1886,-11066,2738,391,-208
7236,11468,-32768,4518,-229,-3192
-6554,32767,-1994,-7324,-1778,-1851
-1620,32767,6886,-9252,-1867,1805
11472,17850,-624,-10963,108,-2035
-224,18680,208,-7820,-490,-2765
-4832,32767,-3164,-7148,-791,-913
-6582,28720,-6726,-7207,-1105,-11
-5808,27366,-8286,-9183,-2344,679
1160,26832,-6096,-8986,-3720,319
5510,23582,-10328,-7408,-4208,1082
1538,12446,-7020,-7671,-4212,3233
-774,5170,-2440,-6576,-3037,5539
18068,20096,-7666,-8119,-1202,5207
-10200,32767,25042,-23315,3648,-1238
-18740,25106,32767,-26679,657,-4813
-1554,26972,32767,-17611,-980,-3742
9886,18574,18526,-19072,-548,-2057
5254,4184,9404,-19420,308,-2151
4288,70,2470,-17521,-86,-1648
2846,-4372,6614,-14656,-936,-779
8424,-4088,9038,-14178,1091,-449
3710,24,15280,-15133,2166,2
432,-4982,25908,-14019,2130,406
1618,-8122,24308,-12415,3263,360
-474,-6710,22622,-11633,4150,-32
-5874,-6370,22528,-9833,4265,-176
-6006,-10338,24210,-8421,4358,-218
-3626,-8800,20596,-8978,954,-1047
-1134,-5936,12926,-9488,-258,-2141
-1696,-9786,12826,-10133,64,-2242
-2922,-12770,13968,-8542,221,-2045
-4020,-10700,4278,-7907,1119,-1099
928,-12334,10942,-7408,5848,-17
498,-13556,15826,-5538,3831,-1230
-1870,-10418,5782,-5546,731,-2124
-2204,-10988,6194,-5306,1458,-1342
-1164,-11864,8296,-4361,1803,-1274
-2250,-13910,10348,-2877,172,-1771
-2718,-11914,6588,-1048,-631,-1442
-2350,-9980,3814,-1554,-19,-638
-2560,-12210,5998,-1611,-100,-293
-2994,-12992,5710,-1360,-344,179
-650,-14568,7474,-209,1170,795
-1370,-13380,7890,1080,1479,705
-1744,-12928,7490,1136,793,301
-2180,-14526,10152,2089,697,473
-2510,-14534,10560,3944,105,384
-3616,-13694,11510,5731,-762,533
-3864,-11708,8960,7032,-997,1073
-1644,-10804,7514,6591,-174,1564
-1880,-11330,11418,7118,84,1354
-2736,-10686,10336,7880,-610,1532
-1970,-10216,9040,8525,-631,1746
-1322,-9028,9080,8923,-777,1754
-784,-6710,9614,8658,-1125,1678
-3212,-6568,14802,9293,-1546,1782
