center,bad
accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
270,15198,-4222,1263,-1846,469
280,15690,-4782,1173,-1868,437
312,15874,-5558,892,-1779,352
330,15730,-4848,664,-1655,270
520,16138,-4668,803,-1527,212
352,15744,-4252,482,-1375,28
222,14784,-4398,336,-1206,-242
-196,14582,-4470,714,-1210,-341
-762,15572,-5266,1054,-1214,-244
-962,16390,-5728,1002,-1002,-42
-496,16098,-4976,717,-1050,-44
-252,15568,-5178,335,-1062,-227
-4,14578,-5846,339,-1096,-309
-422,14756,-5764,1042,-1229,-148
-250,15132,-6184,1309,-1071,68
704,13970,-5822,1177,-398,37
874,13110,-5598,1467,-408,-92
394,13314,-5608,2099,-697,-105
-78,13516,-6090,2136,-812,-34
-196,13204,-6558,2252,-868,0
14,13440,-7194,2498,-807,-24
150,13976,-6160,2199,-1178,156
-312,13890,-5452,1448,-1901,312
-732,12914,-6252,1145,-2286,355
-286,13094,-6596,1051,-2572,623
658,14084,-8396,613,-2676,952
1180,14726,-7644,453,-2001,1075
1606,14694,-6118,652,-1527,1069
228,15808,-5330,490,-1681,848
-704,16818,-8608,453,-1388,697
-1108,16198,-8828,931,-1236,819
-1656,18640,-9086,-386,-1307,673
-1746,18498,-9178,-797,-1385,625
-2790,20810,-11880,-3382,-1480,-387
-1312,24832,-13934,-5125,-2635,-379
-780,26820,-2158,-5343,-3223,603
2116,32242,-11480,-2305,-3878,677
-108,32767,-12108,-426,-3165,-1208
-610,25546,-10604,1321,-1559,-1442
602,14412,-12220,6807,-25,-493
1900,6694,-8868,3963,1210,123
3228,-6946,3708,2827,2220,592
598,-8234,3844,7245,1215,375
-1978,-1578,2446,2640,-301,-718
-2862,3042,1946,-2557,199,-857
-3604,6926,296,-2009,-875,-27
-380,4862,-1984,-1185,-1859,1093
1372,2676,-958,-325,-2202,1416
2108,954,-1978,-225,-1123,1320
1542,-1224,-3190,-308,-599,632
1390,-512,-2306,989,-646,427
536,2888,786,2166,-766,855
-2604,750,-1796,-1005,-1122,1474
-2618,-8170,-2366,-1789,-1188,1395
324,-6800,-1324,3192,-2195,823
5192,482,-4038,3044,-1608,652
8486,-1572,-2838,358,-113,423
9220,-6026,-4608,982,1863,194
4434,-3582,-1532,4308,4170,-171
-6516,3868,-4884,3363,2761,-917
-8634,11042,-14530,-175,586,-2069
-9714,23950,-32768,1240,993,-2416
892,32767,-26470,-807,1567,2190
-5950,32767,-9166,-10593,2634,1599
-21658,25894,22468,10615,628,-2878
7628,17314,-20380,6715,-984,845
-4228,32767,-9028,2079,-996,-1913
3350,32394,-8854,5515,-257,1177
-1726,32767,-19570,5826,2,-2518
-5606,32767,-12742,1062,-153,-2167
-3820,29860,-16612,-3233,-571,-1092
1810,23838,-9178,-4308,-601,-654
-1166,25098,-11058,-2123,-562,-1120
-4450,25694,-13570,-2435,-849,-903
-1400,22306,-11384,-2764,-651,-102
-204,20576,-10658,-2458,-403,-289
-1096,18650,-9362,-2095,-184,-665
-1770,17040,-7896,-1345,-91,-538
-300,19122,-9352,-903,202,-28
320,18114,-9704,-1783,499,-196
134,17144,-7990,-2191,638,-487
-1078,17446,-6380,-2541,125,-725
-2430,15654,-5332,-1971,-460,-709
-1598,13620,-6340,4797,584,-52
848,18248,-10766,9380,232,647
-140,15740,-7022,-2707,914,-536
-1362,14976,-5148,-2229,1020,88
-1270,14762,-5842,-2129,690,253
-960,13384,-4854,-3010,659,36
-1656,10254,-3270,-451,294,109
-1386,11652,-4576,2106,-220,511
-1360,15264,-6134,-573,-114,341
-1164,12300,-5412,-3198,91,150
-1102,9840,-3442,-2395,-89,330
-858,10796,-3638,-1098,31,653
-418,10724,-4458,-1749,370,661
-374,8480,-2638,-1872,-20,605
-376,8664,-2826,-618,-311,551
-92,8642,-4308,-707,-43,482
-66,8494,-3376,11,-31,720
-656,9892,-3360,139,-331,699
-874,10390,-5020,-359,-206,448
-144,11218,-6228,-588,-270,198
1218,13628,-5954,-399,374,195
1940,16786,-5886,-1064,806,262
1474,18370,-5876,-2102,789,245
-228,17710,-5994,-1918,641,208
-878,18076,-6078,-1203,328,30
-560,18498,-5014,-977,-95,-91
286,17518,-3718,-1066,-693,-212
