center,bad
accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
-1326,14604,6110,-221,-31,-204
-1602,14954,5852,-150,-179,-206
-1378,15016,5728,-197,30,-177
-1348,15172,6124,-102,104,-141
-1752,15212,5824,-41,-25,-124
-1970,15116,5646,-97,-128,-81
-1344,15240,6520,-47,-95,-82
-1056,15308,6382,136,-53,-149
-1650,15108,5628,37,1,-170
-1800,14986,5978,-19,105,-105
-1304,14774,6240,151,149,-97
-1430,14800,6074,255,45,-170
-1680,15028,5884,205,121,-124
-1694,14868,6456,297,233,-71
-1298,14740,6356,496,175,-98
-1586,14428,6482,839,-33,-111
-1796,15306,5220,947,-172,-19
-942,15314,5206,677,-84,-60
-866,14722,5558,604,84,-95
-1738,14638,5292,664,-295,10
-1462,15150,5288,639,-202,204
-730,15550,5164,556,-111,175
-542,15346,5368,479,-153,45
-762,15210,5210,442,89,127
-1074,15176,4752,468,310,378
-1306,15238,4752,406,-146,393
-2434,15068,4164,177,-823,299
-2574,14566,4010,340,-643,361
-840,14764,3818,760,-299,306
-698,16662,2930,1113,-769,57
-282,17778,2002,1253,-737,105
-74,17012,1482,1889,-104,382
-906,17386,44,2702,357,429
-3324,19960,-1516,3233,-159,265
-1878,21100,-1834,3790,102,310
10,20210,-2382,4944,610,649
1378,18948,-4752,5997,1325,588
858,16294,-5808,6843,2293,-223
770,13070,-4656,7548,3134,-313
950,14568,-1200,7127,4129,389
-788,14650,6564,5930,4415,1208
-3488,9094,8640,5516,2963,1401
-2684,5046,2860,4989,956,1004
-2604,6056,3318,3892,1441,744
-2784,7256,5982,3263,943,826
-2316,7162,3674,3541,-960,1181
-712,5714,940,2818,-2021,1321
1054,1688,880,2317,-1565,1376
1496,-926,-602,2209,-519,1429
2286,-2640,58,2958,-1512,1128
1650,458,-1758,2712,-1811,552
142,2976,-572,1955,-488,805
-558,2040,1868,2136,907,1149
1844,-2020,1410,3381,316,1248
1990,-330,748,3923,-173,1089
1912,2348,38,3323,-293,567
6,1570,196,2964,911,406
454,-3460,300,3654,1345,814
894,-3342,-1744,4853,625,1249
-266,-212,-3706,5010,1167,1369
-1204,2004,-1930,5303,776,2142
4516,-1970,-13746,5953,-1741,2473
4856,4568,-32768,6537,-2236,610
8860,32767,-32768,5987,-6398,3136
9244,32767,-6798,-540,-3921,2251
2228,32767,-9284,-6365,-460,181
-4816,20176,-5898,-2724,-702,199
230,26330,-1744,631,-1815,-493
8248,21796,-4580,1142,-1400,-1285
9102,24946,-9740,2736,346,-497
8798,29282,-12512,1603,3110,281
556,29932,-8798,-409,2701,-292
-2876,28594,-3696,-2227,903,-303
1716,25850,-5250,-2759,-398,-75
5330,27768,-10064,-2247,-259,-125
3844,31420,-13406,-3161,-333,-521
2324,31066,-11690,-3226,-452,-696
2682,30620,-12740,-3632,-341,-635
2938,26658,-12692,-2474,75,-390
1884,25882,-11220,-1607,-413,-462
1290,26098,-10860,-2077,-516,-580
2966,23884,-8602,-1855,-335,-699
2566,21426,-6578,-835,-121,-482
1938,19408,-6190,258,-57,-531
1870,17856,-7254,927,-22,-588
1620,17384,-7278,1106,372,-576
1678,17078,-5862,1374,424,-583
1588,16424,-5784,1354,363,-648
1276,15176,-6236,1214,636,-752
1566,13778,-6468,518,753,-873
1248,12050,-4642,-37,668,-786
750,11746,-4114,165,601,-599
882,11750,-4888,-73,718,-586
1140,10774,-4056,-477,769,-628
948,10428,-2792,-533,770,-595
692,10304,-2566,156,568,-447
950,10372,-5214,414,128,-388
1052,10708,-4962,-450,38,-476
918,10684,-4816,-426,-10,-582
1406,11196,-4604,-387,104,-499
1750,10066,-3640,111,241,-431
906,10154,-3882,373,-82,-408
110,11564,-4152,-131,73,-447
130,11172,-5368,-95,579,-399
1146,10616,-6776,36,128,-244
1864,10678,-6890,63,110,-316
1760,11810,-6722,166,47,-240
888,12728,-5650,116,-318,-123
40,14076,-6354,-146,-348,-76
502,15316,-6958,-301,54,-172
2068,14812,-8026,-455,132,-394
2644,15514,-7748,-932,500,-409
1820,16980,-6516,-1464,785,-261
1356,15780,-7074,-1320,1172,-166
1526,13546,-6416,-1576,1401,-83
1302,14732,-5662,-1500,1522,-100
1418,14752,-5206,-1754,1736,-89
656,13008,-4608,-1759,1532,-118
-116,12554,-3662,-1556,1082,-156
-6,12068,-4528,-1061,696,-245
-358,13872,-5220,-771,826,-142
-176,16108,-5540,-981,505,141
2110,17362,-7236,-1035,333,90
1332,16718,-6022,-1252,167,-109
1106,16696,-5338,-1060,-398,-277
736,16890,-5066,-927,-855,-491
900,16412,-4332,-1107,-936,-621
1372,15914,-3744,-1106,-973,-666
1820,16296,-3338,-1253,-891,-712
1116,16400,-2768,-832,-771,-153
1032,14702,-3538,-1354,-522,-663
1038,14466,-3154,-1459,-714,-939
1488,15396,-3050,-1243,-730,-830
1718,15846,-2588,-1296,-615,-835
858,16480,-2866,-1086,-398,-466
892,16380,-3386,-1266,82,-160
2180,16150,-2844,-1213,96,-190
1438,15346,-2026,-1153,-63,-479
526,15248,-1816,-682,-276,-428
148,15652,-2340,-633,-366,-294
456,15622,-2168,-690,-502,-209
1120,15714,-2568,-573,-467,-131
1940,16568,-2596,-474,-164,-59
1796,17402,-2520,-552,313,-25
1380,17208,-2152,-740,655,-18
776,16382,-1434,-779,446,-148
580,15930,-1450,-604,167,-194
676,15864,-1672,-480,5,-256
532,15766,-1274,-440,-88,-324
388,15678,-1548,-376,-139,-334
