bad_left,bad
accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
-3628,16332,1690,-344,2829,-3314
-5198,13272,-2190,269,2921,-2631
-2220,11742,-3442,353,5779,-2704
-3344,15838,2670,1051,5789,-2578
-3252,15602,612,-674,4978,-3189
2128,8216,62,-1713,6528,-3851
-1774,7800,2536,-1104,7568,-3412
-8638,11294,558,-142,5516,-3034
-6640,11866,-3210,-1891,5233,-3020
-354,3758,-892,-2649,4462,-3717
-4544,4016,-4138,-2257,4714,-3312
-11730,2732,450,-2169,2527,-2184
-9184,3722,-2610,-2697,561,-1750
-2242,2088,692,-1364,-2450,-2037
2042,3112,-834,-480,-3892,-2276
-354,4220,-4176,-955,-4296,-2274
-5244,2416,-3114,-2041,-3903,-2109
-5258,-2634,-38,-1655,-5417,-1457
-3350,-5672,-1274,-312,-6957,-725
-924,-2534,-3990,-60,-5845,-1312
3140,1524,-3182,172,-5108,-2284
7972,3082,-4408,57,-3085,-2107
9706,-2222,-4660,-120,-3158,-1242
12344,1880,-21736,1514,-1498,-1121
5870,14136,8276,7562,-1855,-1333
-702,32767,13618,-13652,1636,-7742
-7132,32100,-32768,-3400,6387,-13243
928,32767,-32768,-8625,12904,-12458
-24030,32672,-254,-4840,8844,-5025
-32768,604,7772,-4376,-4824,-9506
-32768,32767,18302,-8610,-7315,-17269
-32768,25270,10188,822,-1375,-23474
-32768,29850,32767,1037,1550,-23849
-32768,29636,18496,-1938,-1063,-16866
-17514,13640,-1728,-9309,1504,-13350
-11924,-2640,1720,-8817,7665,-12094
-4874,-14214,808,-4962,8262,-10363
-12670,-15124,2302,-4057,8247,-9001
-18984,-9976,-2064,-6103,7262,-6964
-15854,-3536,-3562,-4263,3990,-4523
-17286,-9408,7612,-2771,3204,-2039
-17474,-10774,3482,-91,1004,-423
-15696,-13896,-3172,2009,1041,-404
-14616,-12394,-7578,-1319,-886,-3215
-12002,-6714,-5400,-3666,222,-3982
-6178,-3076,1324,-3988,2085,-2874
-3928,-4876,1166,-2731,1883,-2715
-6208,-6982,-3146,-2261,1531,-1811
-16104,-8694,-3784,-1189,960,-444
-20254,-7100,-5030,-696,1340,-332
-15142,-6852,-3028,-311,896,-137
-9690,-7562,-6338,532,-52,-56
-8854,-4944,-8840,364,558,75
-11268,-1262,-7952,-1239,2023,1063
-15468,-2204,-3410,-729,2179,1890
-17422,-3414,-5366,952,1221,1996
-16142,-2530,-6364,989,25,1755
-16574,-2638,-5314,303,-1412,2420
-15240,-3464,-5316,711,-2148,2805
-16120,-2432,-5524,1219,-3688,3094
-16340,-148,-5256,480,-5456,3352
-14738,-882,-4884,818,-5415,3333
-11798,-1942,-4690,475,-4628,3583
-14316,-1828,-1872,-281,-4361,2788
-17686,-1836,-2668,-163,-4682,1579
-18104,-1068,-2610,-77,-6158,2407
-19406,-4010,1354,-1271,-5703,2384
-18834,-3842,772,977,-5382,2148
-17282,-1714,598,1017,-6601,2427
-15596,-2734,3304,1553,-5477,3229
-17168,-1724,3570,2374,-5555,3706
-18236,-904,3666,2630,-6513,3855
-18510,-354,4482,2608,-6573,3664
-16960,1904,6690,3021,-6118,3749
-15726,2600,5236,3225,-6363,3911
-15098,3194,4084,2701,-6191,4225
-13586,3574,6862,1908,-4904,4104
-12962,4736,8316,2385,-4670,3877
-12798,4082,7876,2626,-4081,3905
-13520,5304,6944,2596,-3218,3871
-14276,7194,8036,2033,-3125,3850
-12552,6210,9230,2287,-3214,3781
-11264,4570,9808,2937,-2711,3853
-10388,4994,7408,3063,-2741,3835
-10624,6444,7312,2667,-2674,3612
-11476,7096,8322,2472,-2526,3540
-10486,7262,8778,2655,-2168,3743
-10624,8168,7608,2733,-2331,3591
-10762,8876,7540,2328,-2229,3475
-11080,9208,7906,2008,-2085,3437
-10440,9212,8008,2015,-2072,3429
-10354,8640,7756,2276,-2034,3547
-9912,8974,7354,2116,-1738,3567
-9728,10178,7002,1772,-1861,3518
-9316,10866,7802,1516,-1932,3488
-8964,9630,8670,1658,-2007,3471
-8380,9244,7818,2164,-1328,3745
-8032,11470,7278,1606,-1101,3541
-8120,12502,7038,1344,-1554,3478
-7916,11784,7980,1092,-1550,3628
-7060,11728,7442,1124,-1411,3812
-6866,12606,7534,467,-1429,3743
-6864,11464,9124,571,-1637,3777
-4420,12570,7002,820,-1199,4029
-4350,13586,7630,151,-1049,3656
-5556,11784,8678,715,-1025,3832
-5798,12848,8098,1064,-1217,4054
-4678,14284,6974,970,-1489,4186
-3230,13442,8038,1090,-1052,4077
-3216,13626,7548,1122,-976,3842
-4078,15484,6320,805,-1292,3678
-4194,15390,4776,147,-1873,3778
-3360,14196,4714,-702,-2346,3589
-1938,14612,7046,-1248,-2436,2999
-22,15836,7350,-1360,-2147,2383
1030,13594,8884,-1199,-1671,1874
698,12296,7852,-730,-1979,1807
364,14738,9038,-614,-1789,1950
2106,16234,8634,-673,-1678,1930
3316,14124,9364,-513,-1238,1548
3392,13864,9234,-308,-490,1202
2138,14074,8998,11,82,896
1866,13898,7642,-81,-104,647
2138,12820,7374,-637,-263,384
2246,12266,7646,-891,-582,361
2500,13826,8348,-1304,-668,425
2478,14562,8574,-1742,-470,225
2618,13020,9602,-1921,-442,-48
3036,12218,10140,-1682,-730,-82
2026,13010,10820,-1064,-616,3
1032,13958,9694,-697,-519,45
1216,13806,9660,-700,-218,-106
866,13302,9850,-533,186,-233
8,12692,9630,-294,266,-294
-744,12930,9014,-276,-58,-420
-490,12726,9218,-385,170,-499
-108,13090,9306,-635,440,-577
-6,13028,10414,-656,204,-674
-198,12814,10552,-377,9,-743
54,12320,10856,56,29,-664
418,12832,10086,328,46,-500
308,13714,9616,188,38,-322
340,13838,9632,-155,-15,-205
296,13320,9580,-330,-150,-213
296,12800,9532,-478,63,-183
178,12762,9558,-493,112,-149
140,13220,9958,-522,64,-194
102,12980,10190,-434,21,-264
226,12662,10552,-307,-53,-328
-10,12690,10368,10,-81,-324
