center,bad
accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
-2216,7082,15194,85,-1509,278
-1636,7378,12096,2267,-690,310
-2776,10306,6478,2385,-501,607
-1916,11050,6370,1619,-606,701
-738,10290,7776,402,-729,426
-1046,9312,8666,208,-580,310
-1326,9820,9132,413,-638,293
-290,10718,9304,529,73,74
-1136,11456,9862,352,626,-33
-2276,11456,10858,-17,273,-17
-2344,10964,11324,92,113,-76
-2052,10754,11048,191,286,-131
-2852,12054,9856,460,123,-122
-2816,12090,10156,318,135,-193
-1800,11238,11092,437,210,-149
-2138,11240,10616,661,218,17
-2610,10520,11438,840,570,15
-1666,10086,9356,1396,766,14
-1756,11772,7922,1894,341,0
-2322,13372,8210,1270,-261,61
-2384,12874,9466,1025,-324,67
-2730,12758,8938,1342,-540,82
-1572,12182,10172,1680,-415,187
-1090,14652,9754,2014,-563,45
-3236,15086,8820,1415,-438,237
-4430,14988,8130,1883,-216,413
-2158,16774,5318,2225,-1626,253
-880,18652,4078,1515,-1533,183
-848,14240,6984,2658,-94,316
36,12828,5570,5165,1211,1235
-188,16066,5956,5285,1287,1195
-2694,15204,15448,4576,384,584
-5096,10266,11058,1678,-1408,506
-2638,10178,5834,3408,-2393,680
-1338,16200,9180,4607,-1803,229
-390,16672,7646,3859,-1750,360
896,14276,6534,3804,-1685,860
162,15640,6264,3955,-1339,884
502,15246,5262,3825,-701,451
464,12466,4248,3034,-529,608
-1012,12736,4798,3551,-319,611
-162,13334,3686,3294,-232,341
576,10584,4324,2820,-225,219
-946,11216,4602,3286,179,207
-1870,13064,5022,3591,565,156
734,9858,3088,2760,27,205
1344,5944,490,1889,1454,377
-190,4772,840,2294,1301,542
-550,4742,-54,2107,-216,671
1040,312,770,1463,-1591,381
3896,-2994,-1720,1478,-455,281
3034,-2412,-2918,2879,1472,171
-1558,1060,194,3374,1283,-60
-1738,3210,1136,2721,-130,-84
630,1060,3914,2008,-234,165
1840,-1174,2054,2883,60,422
-210,-1026,-1424,4078,418,564
-550,-942,-1312,4511,508,495
348,-756,-7722,3630,-385,669
-3196,-1392,-16422,6774,-3537,8
-6556,32767,-32768,13554,-24,-4511
-14288,32767,-1962,24553,-3228,3049
6344,32767,8302,-11259,-3383,1834
4474,32767,12134,-3526,-2203,-1837
-2948,22068,8136,2079,-1690,-2204
-1138,23092,-8768,4665,-360,414
-3694,28870,-8156,1674,-381,1511
-4900,32767,-4856,-543,-503,677
-1074,29348,-2558,-699,-624,-163
-292,22564,-2106,-138,-287,-376
210,22406,-2182,432,-30,153
1338,24214,-3152,814,732,386
1212,24144,-4090,726,1011,-25
-144,21796,-4278,400,918,-246
-2842,19352,-2444,210,572,14
-1644,18902,-4304,666,380,296
406,18298,-4450,20,-104,374
746,17656,-2132,-879,419,319
3226,16308,-3082,-1553,1053,196
1068,14372,-2854,-1885,1397,253
-144,13740,-2910,-1487,1637,189
-252,15106,-2594,-1719,1318,-196
496,14210,-2292,-2645,1042,-167
830,12040,-2444,-2942,933,-2
810,11070,-2436,-1982,1218,-64
228,12936,-2248,-981,1551,-258
-340,14250,-2006,-1282,1065,-360
-872,13814,-1656,-1408,570,-233
-1026,14104,-2358,-1370,290,-115
-390,14120,-2098,-1338,499,-188
180,14342,-2016,-1203,536,-211
428,13382,-2254,-1366,51,-124
242,13084,-1470,-1093,-195,-203
180,14588,-1698,-996,-80,-416
-234,15026,-1858,-1203,-80,-458
-288,13986,-1216,-1145,-185,-405
-90,14830,-1310,-719,-123,-459
-692,16340,-1080,-1083,-519,-538
-1070,16412,-1024,-1577,-836,-595
-992,15604,-554,-1623,-977,-615
-468,14670,-1342,-1261,-896,-399
426,14054,-1050,-661,-517,-101
948,14948,-712,19,-194,-17
1200,15720,-348,-447,-60,-233
228,15490,628,-721,-294,-478
-508,16000,96,-211,-563,-530
-852,16906,-630,35,-811,-524
-668,17244,-624,-1000,-825,-470
-268,15646,1186,-1469,-401,-479
170,15404,1390,-505,-149,-402
-24,16270,174,-289,-53,-229
-318,15764,108,-438,-216,-158
-432,16030,-102,-279,-310,-142
-20,17068,-324,-296,-34,-49
508,16878,-518,-457,140,95
560,15958,172,-618,83,143
156,14888,1098,-736,175,32
-772,14734,1804,-109,280,-55
-792,16074,1256,897,88,-27
-208,17644,440,929,-116,-6
440,17686,-22,226,-19,-47
12,16396,374,-75,78,-11
-292,16024,126,23,51,2
-226,15832,254,116,8,-52
428,16478,-358,154,50,-96
976,16716,262,130,255,-207
672,16798,736,80,154,-197
-362,16026,992,-186,99,-165
-846,15734,696,130,159,-158
-374,16432,478,396,205,-138
254,16694,364,246,156,-145
236,16374,446,-3,30,-200
-226,15900,866,-31,-6,-240
-548,16118,620,139,20,-230
-702,16568,470,170,45,-194
-386,16616,382,195,-27,-204
-274,16628,272,135,-137,-218
-384,16520,200,-100,-241,-225
-558,16420,222,-133,-331,-214
-478,16560,388,-122,-292,-197
-206,16142,316,-128,-191,-165
-38,15828,212,-4,-144,-141
-122,16080,150,3,-225,-154
-266,16052,444,-35,-263,-112
-164,16122,534,116,-162,-129
-264,16254,696,-2,-138,-212
-528,16470,154,103,-125,-133
-266,16526,-134,129,-140,-86
8,16528,68,90,-208,-172
-44,16572,480,87,-143,-211
