center,good
accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
-1612,12460,9804,282,-96,-140
-1372,12328,10106,386,-61,-100
-1576,12220,10180,484,-36,-120
-1394,12548,9762,418,-25,-127
-1208,12880,9530,331,18,-87
-1184,12790,10142,302,128,-103
-1446,12802,9934,361,9,-120
-1388,12590,9972,342,-194,-159
-1852,12452,10280,400,-299,-137
-2104,12278,10008,679,-160,-99
-1658,12150,8810,899,-169,-211
-1788,11740,8268,1174,-82,-154
-780,11146,8550,1217,237,108
-836,10828,7984,1429,564,309
-774,10992,8720,1542,237,73
-1676,14300,7546,2069,-1235,-28
892,18256,5302,2475,-1628,307
1496,19192,4736,2805,-437,354
866,18900,5094,3241,222,654
-474,17466,6030,4201,169,1059
-930,16668,4756,4681,16,1099
-2350,13604,6250,4601,-420,1115
-3010,10436,6672,5149,-598,1229
-1904,12992,3304,5606,-1413,789
776,16472,3770,5150,-1050,549
1092,17180,5630,4776,5,359
-1578,16202,5588,4643,-246,175
-1414,16412,5886,4488,-486,95
-194,15668,4708,4670,-49,87
-402,15564,4504,4689,-30,31
-1230,16516,2706,4473,137,7
-588,15656,5050,4125,-10,-48
668,15704,2260,4165,84,77
534,14906,2274,4152,711,106
270,11340,2744,4175,1007,185
-50,9588,2448,4349,995,234
-342,10432,10,4445,712,292
88,8814,-1332,2787,861,354
1452,6368,-1658,2593,1106,230
930,2938,-474,1753,1428,156
-676,860,1570,1191,651,284
-564,414,-2438,700,-722,296
2106,1268,-4948,-100,-1241,33
3362,3284,-3290,-181,-79,-240
958,2372,2384,-552,578,-255
-658,-18,796,23,20,36
-492,-752,-3928,739,-507,637
1518,-926,-2806,1138,-360,569
3106,-946,-718,1176,94,150
2284,-442,-1710,1393,269,6
384,340,-3872,1752,-294,-138
422,662,-3430,2012,492,-159
348,-484,-7304,2940,1277,171
-3876,1824,-32466,3699,-976,-266
3500,30156,-19612,5463,-1430,-2914
2382,32767,19240,-13557,1411,-885
-6934,28386,9014,-10645,447,-130
-3478,10048,-7134,-2719,877,50
1900,32767,-3308,-6130,-1331,-225
-6616,32767,-868,-9423,-2296,-1321
-6224,31728,-4050,-9255,-3054,373
-3028,26310,-2934,-8648,-4368,766
2180,23824,-4078,-9416,-4714,2819
2360,18980,-9648,-14314,-4167,3389
5608,11596,-11688,-17487,-3499,3165
-524,32767,24698,-20772,-62,449
-4402,32767,32767,-27951,407,-1478
4512,22830,32767,-32219,171,-445
788,16174,31522,-26028,-908,-1555
1524,11130,12526,-24737,-3070,-820
7098,-8556,6044,-21252,-3272,405
10846,-16138,13226,-19062,-1520,92
10808,-23248,27136,-16579,1567,628
4524,-12646,21706,-12009,-3744,1260
12946,-10080,24666,-7153,-2811,1973
9070,-1720,13400,-7592,4266,1274
1138,-11168,19472,-7689,4312,-738
-5700,-14168,14048,-9548,820,-2179
-6102,-12036,10664,-10770,-2558,-458
-140,-16598,6012,-8855,788,897
2744,-11402,11636,-7889,1458,349
2930,-14380,7302,-7651,1562,335
1930,-13566,7768,-5002,5084,704
262,-10708,10742,-4460,4499,-225
494,-7574,6834,-4825,1839,-588
-202,-11584,5794,-5182,1449,-231
2692,-9718,5412,-340,3907,-736
2616,-10748,10586,-1444,2030,-1494
1558,-11750,5750,-1864,169,-1714
1114,-11538,4276,-1210,977,-1224
622,-13158,6204,-172,1794,-957
-270,-11892,6036,52,177,-1000
-152,-14132,8510,422,-484,-730
704,-13070,6886,1678,824,-126
1238,-13300,9108,1927,1039,50
680,-13848,11998,3626,945,10
180,-11816,9962,4491,403,184
1192,-12022,12618,5159,609,541
822,-10802,9550,5678,525,586
1198,-9944,8178,5454,-79,780
284,-10460,11536,5495,487,965
872,-9902,12920,6570,965,1161
1346,-9328,11232,7412,1038,1140
-76,-9100,9878,8066,-299,1137
-330,-9044,14176,8368,-390,1287
-116,-8382,17912,10508,345,1737
2276,-7570,12506,9782,612,1606
-3754,-6068,17962,11776,1160,1033
-4374,-3664,27266,11706,885,2359
-3874,-1256,25482,9703,979,1377
-6894,-18,30860,7463,756,444
-3434,984,25482,7797,-141,-170
798,2618,14930,6517,700,-467
608,3722,14360,3941,613,-383
2918,-104,13742,5030,1440,213
1390,1760,10802,5246,1243,610
-1658,3894,13564,5255,1516,1725
-2862,5878,15598,5190,476,1747
-2822,4868,18462,5484,-71,1457
-4122,8886,11884,5929,-562,1049
-3064,7586,15622,5036,-1097,988
-2178,5310,16690,5418,-759,592
-1092,5988,14358,5571,-332,199
-152,8448,11426,5649,71,-28
-542,8002,11626,4855,31,-22
-1714,6588,14750,4698,411,6
-2190,6512,15340,5404,348,161
-1502,9484,12374,5350,-107,319
-876,8836,13662,4807,-397,505
-1494,7916,13962,4990,-60,614
-1936,9114,13664,5145,-15,668
-1550,10080,13434,4990,-276,569
-1000,9918,12404,4885,-461,260
-1018,9836,12058,4574,-495,175
-1274,9890,11748,4516,-167,157
-290,10726,11070,4527,15,-22
-204,12832,10670,3975,37,-158
-918,13242,11342,3490,175,188
-1774,12036,9526,3393,-111,953
-1126,11312,9746,2940,-181,1325
-302,10838,11384,2995,-50,1070
-1824,10792,10266,3446,-70,319
-2696,13642,6758,3411,246,-294
-1614,14690,8462,2908,378,-592
362,13912,10118,2775,-207,-287
926,13522,9658,3023,-217,186
-80,14486,8192,3163,-629,392
-618,14818,7306,3392,-316,454
-384,15502,6688,3559,-138,266
-340,16264,5524,3391,-164,73
