center,good
accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
-1220,13352,10204,746,152,-73
-2118,13182,10172,330,219,-2
-1668,12002,10378,734,137,-40
-608,12270,9602,913,-51,-123
-1362,12908,9550,635,-13,-71
-2550,12160,10472,577,73,68
-1732,11676,10246,850,-8,14
-1704,11620,9972,1020,-269,-49
-1624,11386,10114,1323,-520,97
-1832,11688,8742,1604,-657,317
-1054,11236,8560,1873,-260,266
1626,10614,7440,2304,555,365
994,10642,8596,2468,1039,309
-1488,12150,8636,2871,-318,274
-344,16416,6684,3265,-1029,352
710,19594,6410,3074,-444,691
-562,19164,7284,3390,81,1099
-1186,17188,3860,3843,-461,1476
768,17550,3592,4553,316,1283
-3134,15472,6692,5258,-1165,1124
-2336,11030,5270,5341,-1492,1135
-262,11618,1792,5315,-1055,808
1104,15156,2092,4475,-704,358
758,16544,6164,4773,140,156
-330,16130,5270,4347,-33,151
-986,16550,3430,3970,228,-65
-1854,16116,5264,3972,420,-92
-1236,16052,5052,4204,-236,-62
-60,15122,4950,4654,-206,-64
-228,14342,3096,5009,636,32
-730,15636,162,4016,-1300,106
362,17770,1838,4058,3,172
1278,14280,2932,4292,83,192
-788,12904,398,4104,220,284
-850,9918,-460,3678,-724,563
2046,9070,-1664,3828,-472,645
3206,8350,-2204,3342,494,483
614,7068,-2332,1984,1527,315
-2310,3310,-618,1215,1059,352
108,130,-2388,549,-109,268
3280,-748,-3612,379,-185,13
4272,1082,-3332,-240,881,-176
2556,3122,-1622,-219,1761,-537
-1446,1922,1010,36,1940,-103
-990,-2814,614,640,931,637
-1308,-3752,-1762,1408,337,800
-110,-1142,-278,2072,-26,198
2502,1340,-730,725,-460,-274
2530,502,-1374,1139,-397,-38
-656,208,-4478,1372,335,100
-2696,2088,-13846,1650,-720,-399
3858,6924,-32768,2704,-1737,-1937
6374,32767,-21528,5732,-1727,-3298
2268,32767,4358,-10870,-46,-2278
-4372,32767,-2530,-5335,1573,937
-3578,11796,-320,-1684,1565,545
3768,18316,982,-3651,-392,630
-2898,31336,-5490,-4145,-774,-1328
-3176,28874,-5166,-3596,-273,10
2512,22342,-10522,-2581,450,774
3046,15530,-8068,-3293,-772,310
-2948,11282,-5010,-4675,-395,1261
-1566,5670,2748,-4407,757,2187
-1180,5402,5962,-5008,162,2496
8762,19584,-22404,-11763,-51,2467
-11542,32767,32767,-23484,356,-2286
-6426,32767,32767,-28651,1110,-3239
-614,32767,32767,-30834,1219,-3324
5328,1306,11968,-15387,471,-1770
2368,13582,-2408,-17420,35,-1948
1674,3598,2156,-15262,317,-1113
1250,-2064,2336,-12982,-83,-604
54,-3476,4618,-12621,26,-411
1794,-4284,9274,-12411,-172,-791
640,-3938,12154,-13426,816,-619
-4828,2648,19282,-13256,326,-732
434,-1008,20280,-13153,-17,-1202
2272,-4364,19460,-13048,452,-768
-476,-8078,27018,-13016,1250,-1108
-2282,-7748,20410,-11748,1226,-379
-870,-6528,25598,-9081,2130,-68
644,-9254,23532,-6976,-227,-786
144,-9362,18862,-7132,-2038,-1341
-788,-7578,13770,-7982,573,-1880
-1106,-8716,12528,-8847,79,-1741
-1690,-10596,12446,-8821,-1160,-1732
-1868,-11528,9516,-8404,-588,-1194
-1822,-12064,7704,-7973,-281,-1113
848,-12446,9590,-7454,295,-1101
-158,-13446,10990,-6232,-184,-1548
-1890,-11860,7620,-4285,-1608,-1254
-1182,-12138,5840,-4090,-464,-850
202,-12208,7318,-3375,215,-794
902,-12746,6672,-2708,-328,-945
672,-13408,6644,-2007,-920,-791
542,-13288,6574,-909,-259,-619
252,-12596,5140,-38,-217,-611
776,-13116,5866,329,-221,-501
746,-13382,6624,654,-352,-479
1150,-14078,9302,1659,-843,-663
512,-13082,7398,2789,-1097,-581
1250,-13280,7462,2960,-543,-510
944,-14026,10752,3753,-1194,-652
-18,-12832,9662,4878,-1630,-469
674,-11862,6512,5248,-728,-301
1238,-10738,8216,4748,-727,-359
1922,-11386,10688,5160,109,-335
2376,-11656,11528,6256,1302,-381
1958,-10592,11516,7095,1689,-373
1432,-10122,11958,7661,2032,-291
1212,-8958,12458,8372,2898,-107
-326,-7704,10478,8631,1840,-76
-684,-7354,14894,8213,878,170
3694,-7152,18678,9151,946,-295
-304,-5762,22758,10768,957,-559
1286,-2584,20954,9943,995,-676
-916,-1112,24198,8890,590,-113
2198,-796,24248,7409,1057,-439
182,1358,24262,6554,821,-293
-1982,1482,19654,5734,171,-51
-1156,-594,17326,4149,896,21
-786,-32,13802,4720,1038,107
-1938,-150,12434,4588,280,-89
-2522,-974,15038,5239,-154,-34
-1798,-2724,19790,6748,-62,167
-1828,5652,12070,7142,-161,403
-1706,6858,14258,5028,-1274,-24
-1780,4198,18900,4592,-1351,-164
-550,5000,18554,5170,-1502,-183
1038,6752,17158,5722,-682,-140
318,7292,14190,5573,-945,-281
-246,5352,14152,5497,-892,-365
502,5932,12840,5541,-481,-364
2178,6666,13890,5753,-507,-377
2712,8388,11766,5282,99,-387
896,8882,13776,4800,484,-439
116,8060,15132,4961,544,-202
192,7594,14126,5567,511,135
284,9036,12360,5469,323,132
464,9430,13136,4976,253,-117
1008,8620,13366,5166,864,-79
158,9112,12600,5151,764,-67
-358,10598,11840,4721,881,-184
42,10508,12706,4815,1216,-100
-166,10238,11626,4768,1410,-63
-704,10964,10954,4421,1120,-147
-990,11602,11344,4236,891,-144
-1274,11986,10482,4460,566,-79
-1172,12590,10086,4348,126,48
140,11624,8380,4288,-8,22
