bad_left,bad
accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
-164,9980,9446,-77,229,-173
-210,10468,10208,450,610,-14
-522,11482,11546,875,378,-35
-1418,13640,10212,1513,-63,11
-1530,15118,10014,1520,-679,93
152,17252,9740,1596,-39,32
-112,18892,9714,1160,313,-63
-1172,18638,5644,1735,-793,-264
-1276,20134,2384,2140,-1472,-331
2522,21502,4248,1632,-417,-351
3034,19388,3856,901,521,-471
-234,15224,4730,780,1431,-208
-496,11498,8686,2178,2153,-197
-928,11140,9978,2397,1613,-869
-3274,12102,8130,2333,211,-1431
-4264,13468,10018,2824,-1456,-847
-1808,14422,7658,2861,-1648,-625
1268,15560,4476,2740,-1526,-766
1332,13530,7558,2204,157,-516
-6,13096,4370,2967,155,-254
-1490,13672,5994,3333,228,-408
-884,15544,3290,3286,7,-381
-554,13668,4380,2744,451,-218
-1248,14116,5360,3276,581,-328
-526,15396,3206,3243,693,-409
-1100,11942,4954,2647,60,-272
-1598,13762,4680,4811,256,49
-1922,17254,-24,3756,616,-141
-656,15738,6602,2090,848,-400
-1492,16796,3828,3232,582,-157
-1008,14556,3802,4274,170,-78
-1464,16180,634,4429,456,-417
-1854,18370,1552,2868,-654,-434
-1016,17584,586,3067,-1405,-609
-1402,18010,-1024,2692,-572,-743
-2930,17820,4902,2022,-221,-1005
-2294,20060,956,1439,-2092,-1162
596,14204,1982,2785,-1559,-1135
-954,16526,-3332,3641,-675,-935
-1902,22224,2880,4623,-713,-906
1084,15896,4558,1591,-944,-807
944,11330,-2620,2013,-1318,-592
-1992,15438,-606,4862,943,-395
-1526,19596,4156,2402,25,-705
-184,14162,-1192,648,-783,-538
64,10376,-2918,2821,157,9
-994,17462,160,3071,228,-615
-1368,19550,2310,777,-1628,-1073
2616,13208,692,-349,-1114,-897
2992,9446,-4698,856,1944,-1196
-2314,12020,-1330,1037,5156,-2204
-3764,13556,3868,-590,4517,-3164
-1706,9218,124,-1456,1428,-3003
5140,3882,-1340,-424,1807,-2719
6590,1452,-3408,-219,3064,-3000
3912,1040,-2856,-339,4951,-3213
-2940,146,-82,-241,4950,-3023
-6524,436,-454,317,5163,-2818
-5096,2562,-1870,404,5993,-2945
-206,1488,3484,351,2132,-3215
3216,1850,538,842,-173,-3761
-158,1022,-2222,903,1651,-3576
-2908,-1512,1204,1319,1694,-3446
270,-720,500,1698,566,-3372
3202,2190,-1062,1729,-268,-3254
-1162,3892,1810,578,-767,-2595
2386,3216,-1122,-226,-752,-2507
-94,28,-23516,2173,-451,-2906
13972,22182,-7008,9587,-4274,-6170
17198,32767,-1214,-15956,429,-9311
-1354,8920,-7990,-899,7798,-7197
8498,18612,-32768,4729,2888,-11552
-29224,14090,-18674,166,6311,-14326
-32768,32767,17024,-7804,-9173,-11781
-32768,32767,-824,3182,-16268,-20172
-32768,-8898,2506,5199,-11048,-29870
-32768,16838,27378,-6958,-5261,-32768
-32768,32767,9682,-2156,-1585,-18377
-22706,650,-3748,-7674,1766,-19419
-12478,-15502,6040,-9223,8077,-12892
-24468,-22232,3516,-2830,3452,-9542
