bad_right,bad
accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
-1230,16166,12726,2302,77,-275
-2730,18940,12278,2382,-586,-164
-922,20740,11440,1805,-905,-345
-954,21754,7784,1600,-73,-405
-2008,22532,4762,1644,397,-141
-820,21252,3970,1863,494,-58
-914,18216,3504,3000,-59,301
-3960,13356,9110,3699,-366,570
-3438,10018,10478,3706,-508,469
-2072,9502,10924,3349,-1169,150
-2144,10212,7794,3624,-1990,165
-934,11206,8802,3791,-2164,67
798,13662,7384,3357,-1986,-52
1016,14256,6096,3575,-1606,359
1218,12930,4518,3101,-312,641
-812,11220,7942,3295,-523,745
-816,10718,4848,4039,-811,618
-2920,11808,4548,3891,-599,826
-3994,13574,3738,4208,-2218,1010
-484,13824,3272,3701,-2139,680
-1400,14102,4246,3744,-1788,1000
-1458,12948,4812,3899,-1823,1867
2416,15364,856,3174,-2470,2031
2254,12784,5686,3037,-652,2521
-1422,13670,658,3950,-1043,3399
888,14638,638,3329,-1323,3758
3354,14602,5856,2767,-122,3639
2938,13882,2640,1522,-1186,3996
-1020,11746,2970,2919,-119,5416
2392,11922,2682,2714,-1671,5222
6008,11912,4800,2436,-1311,4036
1140,6474,2032,1595,950,3409
-4366,4980,-3114,1089,1917,4431
-2800,2462,-1628,1573,1649,4413
1516,-936,3212,2754,-487,3633
5886,-986,1834,3438,-503,3200
10916,4798,46,1193,-134,2751
11580,3306,-4188,-21,2806,3082
4168,3114,1768,1675,5814,3901
-2040,3348,514,1303,5817,4677
-3948,-1348,-1278,-244,4306,4535
-12,-6686,2416,148,4331,3406
-1868,-6874,-98,622,1750,2063
-2248,-8290,2000,916,1034,2099
4702,-2088,-688,3526,1395,3256
3624,1396,-242,3270,2300,3735
-1648,462,-3926,3468,1657,3520
-5878,226,-4174,5721,25,3109
-4422,18260,-14410,3560,-5463,2644
-1462,16656,-32172,-1415,-5431,2942
13922,31804,-31316,2723,-4114,3919
32767,32767,-15284,-18341,15288,3142
32767,32767,18684,-20174,18287,32767
26406,32767,32767,-11241,8187,29957
4738,21892,32767,-782,-6353,24109
13700,-4706,5636,6736,-7196,10833
19140,-9294,15630,472,-5498,7523
-10754,3856,-1052,3003,-2905,10566
5358,-3320,2372,-1340,-9726,9777
24046,-15810,2160,-4671,-3921,4541
20904,-26378,2148,-6535,-2122,2389
17594,-12648,1804,-5503,-2522,902
13394,-3024,5890,-4345,-4907,-50
14974,-7172,6204,-2273,-4626,1018
15316,-6560,652,868,-2037,1145
11790,2888,-9142,-897,-2514,2153
15982,-2288,-856,-2658,-2131,2237
16054,-4170,-1812,-2538,-3503,1452
20202,-1594,-4186,-2551,-3629,919
20872,-2142,-1952,-2248,-2034,1000
17902,-3172,320,-2143,-842,795
15286,-3000,382,-1456,-1847,143
17386,-1552,-3884,-936,-2236,255
18522,-8,-7144,-1253,-1098,359
17208,-1250,-4268,-1481,79,297
15456,-2956,-920,-1278,387,139
16278,-2190,-1466,-447,-655,-252
16684,-650,-4714,-959,-1162,-642
16540,-2236,-2406,-922,-66,-824
17148,-2054,-2210,-515,293,-951
15936,628,-2512,-412,-200,-970
16878,238,-412,-211,18,-474
18296,-1788,-1658,143,287,-482
16062,-684,-2108,615,286,-493
16156,-1212,-1488,1159,1888,-393
17380,-2498,-1744,1706,2567,-1017
17640,-2250,-1136,1713,1161,-1459
15420,-3162,-426,1933,278,-1621
14290,-1774,-2366,2758,1936,-1551
15726,-1194,-1472,2806,2600,-1932
16876,-2662,806,3152,1644,-2404
16854,-3942,1176,4211,1762,-2642
16354,-1132,-2024,4671,1982,-2650
16880,74,-3084,3683,2886,-3219
18264,-1068,386,3870,2231,-3596
19224,-1918,2176,4007,1766,-3880
19404,858,-1482,3788,2450,-3749
18784,4088,-2204,2793,2477,-3479
19222,3378,1804,2584,2446,-3183
20348,2536,3520,3239,2487,-3272
20032,4638,2194,3139,3106,-3556
17426,6176,2656,2971,3611,-3745
17618,7008,636,2249,3870,-4073
17336,6362,1490,1779,2404,-4753
17020,4226,1298,2262,2479,-4881
15358,3806,2474,3065,3204,-4717
14820,5494,2074,3131,3571,-4587
14178,7858,724,3013,3398,-4755
13226,8292,1990,2840,3080,-4640
12772,7306,3860,3054,2763,-4272
12956,7704,2826,3042,2644,-3947
11804,9482,2586,2734,2238,-3975
11758,10550,3860,2430,1712,-3838
12800,8774,3830,2447,1605,-3534
12778,8550,3864,2566,1589,-3429
11704,9608,3534,1980,1396,-3657
12010,10768,2432,2369,1005,-3556
11804,9866,3070,1609,533,-3722
12234,9988,3236,1650,382,-3622
12490,11326,2424,1403,787,-3601
12126,10672,3266,1189,718,-3790
12516,10894,2480,1054,778,-3843
12398,10912,3406,1072,1263,-4160
10566,11548,2896,1635,1400,-4568
9388,13432,1424,1626,1464,-4629
10452,13812,3172,1006,1255,-4830
10282,12286,3380,1164,1189,-5033
9512,12464,2798,1412,1526,-4431
8702,12868,3786,1671,1815,-3960
8454,12610,3428,1267,1634,-4148
7600,12756,3644,1183,1305,-4143
6356,12856,3672,1368,985,-3783
6120,14498,2696,1080,850,-3596
5950,14684,2572,345,544,-3795
4758,13360,2276,1594,-7,-3965
3924,17110,-1426,1865,-225,-4404
3894,19110,2010,158,-161,-3676
5506,17526,1964,-416,-487,-3200
6370,16504,1288,-549,-142,-2959
4988,16254,1708,-949,968,-2393
4130,15092,2188,-735,1043,-1905
3818,15084,846,-978,967,-1939
4050,14956,1472,-1154,1238,-2107
3878,15506,1638,-1241,1564,-2304
2872,16256,948,-1656,1801,-2287
2556,15836,1898,-1761,1649,-2209
3098,16622,1190,-2328,1840,-2004
3570,16404,3074,-2819,2162,-2003
2206,16368,3492,-3224,1530,-2005
1550,15880,5010,-3449,741,-1661
