center,good
accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
-824,12046,9526,-16,-119,-176
-1848,12000,11216,593,-73,-207
-1634,13136,10210,-137,-397,-247
-908,13332,9386,-44,-270,-343
-1318,13252,10136,166,13,-182
-1692,13164,11186,22,41,-171
-1558,13814,9934,46,23,-243
-1484,13716,8966,-169,-54,-108
-1256,13368,9898,-266,-158,-159
-1838,13316,10838,-341,-217,-260
-1702,13230,10112,-114,-170,-237
-1092,13476,8978,-177,-236,-111
-1430,13118,9700,-294,-108,-79
-2400,12684,10552,-256,-244,-53
-956,12460,9944,41,-289,-107
-114,12188,8612,6,129,-148
-1694,12176,8888,293,305,4
-3148,12184,9540,395,-390,-60
-1280,11764,8116,466,-548,-194
-256,10812,7620,1039,62,-102
-832,12464,7422,1653,523,-44
-192,14856,6544,1328,401,109
-176,15392,8170,1315,86,48
-1620,15798,6636,1545,-226,158
-1736,16660,5440,2303,-453,458
138,18642,4848,3046,-1130,527
-198,17762,5644,3312,-1629,692
-1172,12892,8672,5101,-1112,1205
-2130,13610,7568,5745,-1550,1299
50,13744,4882,4837,-1934,1058
-536,9870,10110,5075,-1265,1117
-1346,12988,5928,5667,-1379,947
1184,16798,7066,5499,-845,798
1718,14506,6382,4502,-318,649
-648,13578,5310,5105,-122,544
-738,13386,5804,5690,480,325
-880,13224,3504,5136,-627,94
302,13412,-378,4315,-1766,429
654,14026,2888,4852,-688,162
-1202,13308,4124,4849,-462,-241
-394,13964,2190,4967,-1105,48
1778,12574,52,4242,-1961,165
1250,12796,856,4317,-1386,139
1060,10148,302,3475,-576,400
2064,8446,-180,2909,-760,563
226,5492,-1014,2069,-1383,600
-18,1854,-2938,1755,-1726,424
404,1942,-2912,1853,-726,-70
1794,3752,-3136,1630,-738,-760
-112,2302,666,2573,-626,-484
-1074,-2616,64,2963,-447,307
10,-5914,-32,3184,-1684,591
2296,-4798,-2462,3802,-2560,184
3450,-88,-3636,3495,-1270,-452
1592,1306,-2034,2990,-249,-338
1114,2388,-824,2066,161,423
1428,4380,-4242,52,-150,507
-2900,4096,-16254,1900,-2068,-677
-3214,16954,-32768,6228,-3304,-3644
3358,32358,-25100,7577,1142,-2874
7138,32767,-11510,-839,-634,-1397
-3486,32767,1178,-10109,3190,1248
-7464,14616,3250,-9161,3677,1667
-3226,17562,-4596,-8620,1199,495
-586,18550,4088,-6266,1147,-428
-880,28358,-6762,-6835,690,-609
-720,21970,-5780,-11292,1008,-254
-300,15256,-200,-11634,854,-267
-446,18502,-448,-10214,304,-652
-1264,17678,1032,-10295,-4,-320
364,12662,3784,-8895,1460,72
-2342,15626,4896,-7787,1288,-28
1146,22156,-17610,-12774,609,-602
624,-1356,-2786,-16776,1392,-2161
-1172,3320,2698,-15050,632,-3281
-3676,31486,28032,-18154,-1836,-2715
920,32767,32767,-24318,-380,-1997
-1876,15284,32767,-28476,-128,-1689
10730,15502,26150,-25472,259,-2214
-502,4190,9292,-25560,1361,-3352
-3446,-5906,18142,-21888,-1548,-3326
1126,-14370,30152,-18698,-1194,-2550
-3266,-15926,29690,-16289,2254,-1096
-1384,-17592,32767,-7736,-1178,-1351
-1710,-7280,29304,-4253,-1440,-503
-4070,-4504,19134,-3319,713,538
-4456,-3554,5696,-3895,-649,622
922,-13184,6400,-8018,-1729,-705
1278,-17790,5716,-8765,-1461,-1414
1478,-14140,-730,-8817,-1475,-977
782,-13370,2142,-7544,-756,-368
1576,-8388,6548,-5820,796,-466
644,-10664,2804,-6458,33,-978
466,-10950,1582,-6186,-1839,-1293
504,-10330,4656,-6456,-631,-662
330,-12300,8394,-5480,1044,-778
-1532,-15072,9864,-3533,-217,-886
-256,-14868,8922,-1561,-914,-437
1240,-13222,7380,-726,115,63
400,-12368,4444,-867,-914,-387
108,-12720,7174,-854,-1189,-388
1298,-14850,8046,108,179,-66
1164,-15046,8718,1955,535,-156
342,-14142,10132,3169,-459,-677
-590,-12332,8246,3023,-2050,-751
74,-12796,8348,3367,-1204,-157
1318,-13194,9078,4725,699,104
1878,-12832,11090,5975,1728,120
2244,-11924,11354,6638,1353,-33
638,-10026,8720,6542,428,-133
556,-11414,9954,6790,923,39
-388,-11308,9090,7667,1359,236
-706,-8864,6824,8379,448,-118
54,-7888,9992,9361,1390,-13
44,-7234,8148,10168,1044,283
-2342,-8562,14010,11946,-303,947
1920,-10458,23590,16010,-18,977
1972,3042,20150,16002,13,395
1394,5950,30186,11221,206,332
-3398,738,32767,8027,333,53
-1002,6542,23746,3409,362,-102
-718,9352,17802,1595,798,-757
-2278,3504,19226,2058,543,-70
-976,5964,2726,2519,627,444
-678,9402,3544,5,-110,-1071
-806,10776,13492,259,-336,-719
-992,996,22894,3036,154,523
-1158,3066,9152,3810,292,982
-1948,620,15252,2703,-162,162
-3156,2516,19328,2813,-957,77
-2040,1206,16472,3590,-543,26
-560,-2048,21348,4272,-1112,19
-760,1822,20468,5155,-1263,-35
-818,4796,14180,4567,-732,-255
-1158,6022,13674,3414,-1536,-311
144,4704,15574,3208,-1611,-402
1544,2412,20290,4090,-1159,-282
1050,5032,14452,4702,-1388,-550
-168,6700,12016,3836,-941,-469
1018,5848,13246,2846,-1028,-353
890,3666,17536,2997,-944,-388
334,4724,17380,4401,-437,-487
1070,8324,12152,3604,-1187,-615
258,7010,14416,2876,-730,-499
394,4928,16156,3390,-278,-373
1454,7154,14816,4232,-51,-356
2518,10230,10852,2934,-225,-467
2170,9642,12572,2628,360,-300
-26,8858,13790,2644,630,-166
-422,8736,14512,3233,775,45
