accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
-1244,15484,-4504,-157,504,-182
-1010,15494,-4344,-31,564,-177
-806,15584,-4474,0,570,-171
-936,15762,-4266,-68,561,-182
-986,15662,-4336,-19,551,-169
-620,15712,-4522,14,647,-203
-440,15802,-4380,-144,621,-197
-650,15532,-4464,-283,690,-254
-1092,15282,-4126,-263,722,-293
-786,15566,-4562,21,869,-283
-410,16222,-4694,-59,912,-229
-610,16168,-4320,-431,704,-237
-1022,15312,-4316,-759,676,-417
-988,14970,-4206,-341,791,-437
-218,15822,-4942,40,1013,-367
42,15858,-4934,-333,1224,-353
-44,14784,-4512,-638,1312,-440
-486,14142,-4128,-213,1358,-513
-570,14482,-4818,399,1473,-467
-662,14768,-5160,589,1587,-388
-632,14800,-4998,618,1746,-381
-918,14270,-4888,479,1581,-372
-1136,13434,-5576,907,1462,-363
-1440,13376,-6140,1399,1499,-354
-1600,13436,-6156,1842,1453,-198
-1260,12698,-6200,2011,1507,-116
-1554,12284,-5424,2315,1207,-64
-1788,13050,-5288,2694,1155,-84
-1868,13684,-5810,2737,1365,-168
-1678,14002,-6076,2647,1517,-218
-1194,14960,-6150,2839,2022,-323
-1856,15286,-4480,1745,1913,-1029
-2792,17150,-6024,1814,1358,-1309
-2526,17108,-8858,1504,1830,-1431
-2540,17214,-7990,395,2015,-1271
-2186,15854,-15636,-5162,2829,-1632
-2670,24906,-11608,-231,2291,-1349
-2974,25244,-12778,-3392,1529,-1322
-3314,24430,-8608,-3224,1303,-1764
-4332,22674,-7534,-1419,1254,-1622
-5194,23236,-11474,1207,1164,-1970
-2230,17680,-12528,2343,2794,-2177
2164,9864,-8556,5556,4884,-1369
5114,572,-4154,7375,6564,-902
1634,-546,2210,4449,7507,-698
-2496,-4938,5618,2471,5044,-556
-4418,-774,294,768,2283,-1525
-3108,4796,-1210,-1607,2221,-1902
1220,2758,562,890,2800,-544
3146,428,222,2330,3277,-286
1562,-342,-1326,792,2315,-851
126,-894,-2466,996,2464,-1237
1466,720,-4304,1246,2761,-943
1400,526,-4270,1097,3107,-705
1684,1238,-2976,1632,2992,-523
2858,-154,-828,943,3665,-609
1332,-2374,-438,1629,4137,-570
-296,-1378,-3362,2247,3881,-445
-500,758,-4968,1926,3417,-240
-754,1286,612,-1100,3639,-502
-144,-830,6302,-107,3005,-542
88,3976,-3094,-678,2441,-1122
5942,17294,-32768,-2225,-991,-2267
3334,32767,-32768,-4129,1824,-5934
-3904,32767,-32768,11346,3603,3544
4532,32767,-10228,-9675,16,-1988
-124,10112,-4054,3692,-2692,-163
7864,32767,-10590,2131,29,-89
4726,26670,-9692,4285,1004,-780
-6518,28436,-14446,5396,763,-2789
852,26842,-17030,1518,1080,-1335
3920,26024,-9292,-274,731,-814
696,26354,-15482,-307,835,-1434
-3326,27918,-13002,2416,-6,-765
-676,30444,-25078,-322,-1,-193
-258,26314,-18106,-4159,15,-730
-892,24286,-13874,-3136,-89,-1101
-700,22124,-13930,-2560,95,-1229
-1524,20478,-11102,-1449,363,-1213
-1602,19530,-11470,-194,152,-984
28,18970,-10146,433,-173,-580
194,19088,-9254,881,-70,-454
-430,20164,-10512,560,-709,-999
-2022,19148,-9124,-948,-1422,-1123
-2616,18884,-9112,-2243,-3050,-1079
-162,18296,-10322,-4341,-4029,-1765
-1078,14818,-6390,-3328,-545,-1369
-870,13462,-5782,-1619,-307,-667
-1336,13274,-5366,-1609,-231,-389
-2832,13316,-5888,-2324,-352,-314
-1098,11154,-3250,-2879,-578,-288
-1086,11378,-4708,-1944,-214,-70
-1362,11640,-3712,-2223,-66,-338
-1664,11704,-4682,-2390,-318,-119
-1238,11086,-5612,-2976,-336,131
-588,10112,-4672,-2790,44,459
228,10690,-3340,-2249,674,609
-554,11654,-3214,-1971,718,849
-776,11792,-3812,-1541,1037,971
-1188,12298,-3316,-989,1098,1035
-308,13566,-2868,-682,888,1106
726,13734,-4040,-1340,1258,915
206,12554,-3988,-1480,1536,966
-1302,12846,-3910,-908,682,1232
-2690,13044,-4834,-1275,464,1136
-1996,12012,-3866,-1243,177,1383
378,11384,-3020,-728,-263,1537
864,12106,-2782,-386,-684,1516
420,13026,-3386,-272,-683,1396
-274,13250,-3682,-303,-720,1135
-886,14302,-3794,-582,-1294,671
676,14796,-4636,-1232,-1915,307
2426,15746,-4906,-1592,-1797,461
1802,15644,-3738,-1321,-1505,530
430,14992,-3082,-216,-1506,192
-560,15978,-3420,540,-2164,-66
-68,16192,-5378,485,-2065,32
1064,15038,-4390,1074,-1737,333
2090,15728,-4896,1604,-1613,426
1820,16976,-6822,1116,-1396,290
1810,17274,-6218,-216,-1574,-60
