accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
-1756,15766,-4360,171,575,-386
-1892,15662,-4540,-17,587,-384
-2022,15904,-4564,-135,614,-318
-1710,15848,-4110,-202,635,-329
-1608,15770,-3978,-80,648,-340
-1696,15888,-4216,-286,608,-341
-1654,15776,-3882,-445,739,-322
-1686,15610,-4092,-263,869,-328
-2066,15654,-4174,-334,711,-333
-2124,15760,-4048,-426,625,-286
-2120,15364,-3980,-370,633,-265
-2208,15366,-3920,-268,358,-252
-2092,15218,-3396,-140,86,-282
-2058,15148,-3514,225,59,-282
-1932,15684,-4786,359,285,-251
-1344,14994,-5054,-55,671,-265
-978,13748,-5076,74,981,-301
-1208,13276,-4760,237,1193,-297
-1646,13200,-4720,457,1319,-340
-1846,12610,-4954,547,1290,-545
-1552,13086,-4864,693,1394,-682
-1386,14242,-4314,453,1497,-577
-2582,14896,-4552,593,1137,-532
-3370,16678,-6822,941,796,-775
-3700,16152,-6446,-96,403,-833
-3178,15216,-5372,70,628,-452
-2460,15046,-5214,876,713,-218
-2000,15714,-5882,1312,520,-297
-2016,15410,-6730,850,569,-491
-2346,13840,-6752,621,717,-444
-3058,14350,-6168,1075,862,-262
-2860,14994,-7018,1023,465,-231
-1860,14814,-6464,610,1439,-389
-2018,14076,-5204,359,1602,-194
-1988,15510,-7108,1008,1934,-378
-1994,18840,-9022,879,2350,-837
-3050,21998,-10564,-83,1965,-1284
-6360,25088,-11614,-314,1776,-1225
-7408,25216,-12212,-179,1268,-961
-5206,23856,-12398,1099,1945,-1133
-3308,19622,-12000,2040,2442,-1701
-1050,12680,-9856,4281,3890,-1534
2244,3240,-6700,4788,5614,-1454
1530,-4866,3986,5504,5876,-1089
-1270,-5474,4534,5045,4149,-1138
-2848,-1096,3018,-82,2376,-1442
-3150,4436,2076,-1662,1698,-915
-1546,3034,88,415,1220,71
1022,1838,-1946,840,777,-51
2372,1624,-1564,1284,690,-370
1874,2188,-2066,1043,1288,-298
2480,596,-2682,124,1601,-806
1758,992,-3544,1227,2228,-947
424,1070,-1200,905,2732,-794
1722,-4154,-10,827,3392,-650
660,-5158,-2606,2364,3066,-861
-572,846,-2934,2992,2364,-728
644,-740,-1464,1152,2247,-750
-386,-974,-4948,2608,1550,-730
124,2490,-1194,1669,1959,-478
-698,222,-436,-65,2976,-945
-3856,2944,-25316,1675,1885,-2392
-7934,32767,-32768,-5260,-1524,-2520
-13868,32767,8350,-3321,-3424,-1596
-9116,32767,6332,3134,3513,2534
6750,13192,-22542,13288,1098,2444
1840,21862,-18406,4408,-1062,-2858
-8636,26084,-2190,7668,-1245,367
-1192,22406,-16724,6413,-982,-316
-820,25768,-27908,738,-1886,102
-2276,19782,-10690,-4215,-1194,-616
-3072,17842,-13918,-1713,-1948,-403
-1234,18722,-14012,177,-641,66
-1628,17760,-19760,-2246,-1175,147
-3712,15116,-11256,-3513,-1272,-415
-1932,15456,-11294,-2733,-1724,149
-1428,16684,-12982,-178,-1145,-62
-4070,16790,-16038,-689,-1191,-195
-3204,16974,-14986,180,-484,-102
-4528,18386,-18114,492,-780,79
-1992,18556,-15194,-237,-913,646
-2912,18096,-16252,677,-418,344
-3206,17676,-19020,367,156,-5
-4162,16654,-17534,-433,245,-225
-3238,15964,-14016,-518,132,191
-2536,15534,-11818,-148,-65,440
-2358,15602,-11936,303,-367,470
-1964,15942,-13082,-322,-218,802
-2794,15468,-11542,-2247,-257,1058
-948,13924,-9694,-2872,-361,1363
-606,13856,-8034,-2314,-438,1473
-652,14818,-9490,-1296,-398,834
-2240,16198,-12712,-3497,-526,111
-1302,15468,-12588,-5382,-520,513
-2446,15688,-9350,-5983,-264,334
-438,14072,-5990,-5526,-133,321
-184,13950,-6076,-3971,182,-281
-1186,14798,-7036,-2564,33,-623
-1476,14150,-6460,-1918,0,-392
-714,13996,-6968,-1078,157,176
-200,14104,-6688,175,196,309
-710,15486,-7642,394,167,262
-1392,14702,-6696,-1217,-75,76
-1200,12678,-6176,-1973,-181,-19
-1158,11224,-5900,-1574,-187,190
-922,10510,-5374,-1472,-299,437
-1264,10776,-4050,-1130,-457,542
-1096,12500,-5602,-934,-648,298
66,12050,-6142,-2275,-345,-165
-292,10884,-4000,-2232,-253,-108
-1840,11600,-3230,-1183,-631,309
-2410,13062,-5042,-1333,-491,283
-842,11672,-5304,-3038,-294,-131
76,8900,-3410,-2951,-417,-141
-566,9370,-1850,-819,-558,222
-682,11940,-4222,-380,-340,283
-888,11894,-4502,-1976,-323,23
-374,10756,-4216,-1518,-574,-10
-740,11542,-5528,-208,-345,186
-1056,14030,-5928,454,-486,365
-1206,15704,-5558,-589,-803,-53
-598,14124,-5186,-899,-598,-253
54,15694,-4904,-34,-169,129
-548,18224,-4768,246,-352,266
-1604,18152,-5512,-273,-301,-308
-2532,16108,-4388,-559,-735,-372
-2914,14604,-3586,-206,-1300,31
-2400,15230,-3808,220,-1068,195
-932,17560,-4834,308,-942,194
-412,17144,-4344,-718,-1318,283
-1952,14526,-3262,-1115,-1138,340
-3468,13222,-2760,-527,-1336,584
-4104,13130,-2782,801,-1830,742
-2896,16422,-3256,1349,-1307,727
-336,17764,-4844,473,-1017,643
106,18518,-5572,323,-446,512
-2354,17620,-5356,-554,-626,462
-3062,16236,-4646,-892,-726,587
-1488,15822,-3386,-480,-837,690
14,15390,-3770,-397,-1284,331
222,15190,-4834,-214,-1256,138
872,15358,-5264,-631,-933,155
1608,14328,-3454,-1173,-883,158
736,13924,-1996,-4,-732,131
-258,16598,-3364,1685,-598,223
316,19278,-5376,828,-706,281
746,19286,-5402,-623,-564,276
1000,17736,-4856,-1242,-310,179
1184,15328,-2704,-1335,219,-28
860,13738,-2464,-1116,302,6
