accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
-4374,32767,-21356,6991,3108,6955
8504,32767,-18208,-5425,-500,-189
-1094,2146,12508,376,312,-1284
2530,22656,2870,2063,2646,-712
-1248,26116,214,10207,888,-1106
-3112,26874,-16972,7223,383,-1186
-1282,26558,-15080,-262,-220,-187
3118,20200,-5246,-994,169,91
-202,20688,-13156,61,-210,-1117
-1578,21502,-12988,436,-191,-746
-316,22818,-12032,-379,5,-160
2766,20962,-13350,-698,326,-509
-3440,21318,-9692,599,-150,-1511
-1798,22186,-15152,167,-660,-731
-1158,20420,-9394,597,-432,-511
-1466,19710,-12690,978,-505,-563
-1932,19180,-10276,800,-908,-623
-1274,19648,-11116,1732,-684,-244
-976,20286,-10042,1472,-325,-241
-2150,20476,-12194,-176,-442,-343
-1304,19664,-10644,-1693,-347,-3
-670,18448,-8376,-1273,-424,274
-1048,19476,-10006,-1006,-403,402
-830,19654,-12232,-3276,-428,-99
-1534,18958,-9590,-5303,-876,-195
-1694,18958,-5428,-5541,-1686,170
-1558,18892,-9148,-4969,-3826,326
-2210,17912,-8560,-3499,-1004,262
-2172,17128,-5384,-4333,-353,198
-3384,12830,-4994,-3181,-929,350
-4380,9070,-3390,-2288,-1347,374
-5286,7000,-1598,-1751,-1970,466
-4508,8700,-2348,-1050,-1541,127
796,12700,-4698,-4662,-847,-97
-1518,13896,-4404,-5619,587,-1317
-282,10866,-656,-3696,2460,-221
456,10058,-2490,1971,3593,1143
-1450,11176,-3246,-2642,3801,471
-2450,5428,-3300,-4496,3730,-5
-1880,3646,-4330,-1851,3492,297
-122,4284,-3060,-1300,4392,202
1088,2430,-1050,-1865,4416,237
1114,2792,-4564,186,3455,660
42,6756,-6360,1715,2652,949
-464,17496,-1634,3856,1759,894
3456,32767,-5990,2971,332,2777
5206,29006,-6654,-2759,-1166,1199
-88,26348,-3212,-662,-2340,-191
1760,25142,-4832,-758,-1871,119
6014,20746,-1270,318,-123,914
5642,16882,-636,-575,645,1187
1736,11024,-298,-542,598,1214
-1190,8340,202,542,39,938
-988,9298,-1300,1470,-597,470
1622,10216,-2426,436,-434,346
3538,11558,194,1053,-341,635
3202,16104,-1894,2300,-408,336
1988,18912,-6238,938,-174,-661
1842,18704,-6794,-3,-66,-1350
1408,18946,-5944,-519,-84,-1102
1164,16920,-4990,-1079,476,-624
-2172,17028,-2230,-102,-351,522
-814,14508,-1290,-28,-733,385
1358,12774,-1544,571,-293,120
2610,14330,-3000,778,-821,-32
4060,15826,-4614,223,-408,-382
3466,14212,-5828,-766,515,-992
4220,13090,-5000,-433,1541,-1248
3066,14886,-4284,753,1776,-1068
918,17862,-4656,1667,1398,-1053
-1440,18234,-6538,1478,1117,-1156
-2578,18254,-5422,801,266,-758
-3632,16188,-3090,-485,-607,-745
-2556,14750,-3144,-225,-957,-567
-1438,15784,-3362,-87,-1166,-174
-698,15738,-3236,-279,-1551,-33
74,15952,-3274,60,-1487,-249
1110,16552,-4686,-187,-643,-248
1462,15548,-4346,-437,-316,-270
1154,15822,-4314,-306,322,-360
16,15660,-4334,-217,612,-376
-1004,15588,-4024,-256,561,-382
-1364,15992,-3676,-147,57,-369
-2498,16142,-3812,-248,-667,-473
-3354,15784,-5714,333,-1513,-438
-3006,16958,-5710,621,-2081,-671
-2482,16826,-5492,302,-3092,-1367
-730,15942,-5402,297,-2984,-1682
650,16080,-4622,-25,-1776,-1617
474,16000,-2964,-653,-861,-1353
-1206,15192,-1072,-1060,-188,-1270
-2538,14824,-694,-812,313,-925
-2956,14564,-1098,-1194,792,-312
-2452,14640,-876,-749,1040,244
-2226,17744,-3288,-988,1121,415
-2838,16268,-2564,-1655,899,694
-2932,15330,-2622,-1523,1007,890
-2120,14230,-1764,-1140,1333,1072
-1812,14466,-2314,-162,1246,1103
-3734,16330,-3570,-424,484,1088
-3668,14738,-2710,-1749,831,1336
-2298,12928,-2858,-304,1474,1932
1472,13460,-4212,803,2542,1989
2888,16080,-4556,-462,3793,2648
1726,20798,-3150,608,3294,2333
986,22000,-5234,-488,870,555
2254,15760,-3600,-1135,797,623
1696,15970,-1704,-1271,611,864
3190,16934,-1058,-801,635,663
3580,15636,-444,-218,746,349
2648,15246,-1260,363,467,85
2048,14826,-1946,209,677,190
1596,15228,-1312,-99,1047,356
2192,16374,-1658,-46,925,188
2228,16228,-2408,-227,468,-7
1644,16656,-2450,-190,145,-108
1452,17476,-2762,-291,150,-110
2248,17346,-2694,-380,435,-65
3236,16204,-1898,-215,574,-31
2772,16120,-1646,40,525,30
1952,16464,-1582,-8,641,266
1622,16636,-1036,-208,854,437
1228,16140,168,-220,93,617
390,16480,228,-32,-850,796
96,17380,-626,99,-1426,945
2190,17124,-952,-474,-1801,1063
4248,15874,-480,-660,-1655,1046
4288,15778,-300,-278,-1516,993
3330,16222,-740,-293,-1381,847
3142,15670,-510,-411,-1234,713
3670,14868,92,-222,-1081,689
3972,15088,-236,221,-928,717
3480,15420,-450,531,-1088,706
3432,16010,-592,499,-1224,508
4168,15498,82,284,-1124,481
4788,15592,-608,390,-758,442
4442,15212,142,578,-624,402
3638,15412,168,749,-525,327
2520,16258,-1328,1130,-449,386
2714,16094,-1286,1028,-523,634
2600,16140,-1300,929,-729,659
2600,15958,-816,792,-1144,557
3038,15114,-558,768,-1389,306
2706,14826,366,1007,-1630,181
2140,15120,-274,1202,-1782,68
2236,15268,-16,972,-2366,-343
3596,15396,14,762,-2405,-747
4152,16100,38,597,-2347,-1092
3366,16198,478,497,-2547,-1415
3490,17180,118,731,-2868,-1656
